kanji,kosakata,grammar,reading,status
76,100,89,93,Siap
100,100,100,74,Siap
76,68,86,66,Siap
62,47,61,78,Siap
74,68,75,79,Siap
89,72,70,100,Siap
63,59,49,78,Siap
98,98,100,86,Siap
59,57,64,66,Siap
62,65,66,82,Siap
70,71,62,65,Siap
72,67,63,76,Siap
87,82,64,64,Siap
50,51,58,76,Siap
55,49,43,52,Siap
36,36,45,29,Siap
72,58,71,65,Siap
80,83,72,76,Siap
57,66,81,77,Siap
79,100,90,64,Siap
56,74,59,39,Siap
75,85,57,65,Siap
30,41,34,54,Siap
37,43,68,39,Siap
53,76,84,63,Siap
76,75,77,65,Siap
48,48,63,66,Siap
59,56,51,54,Siap
23,34,36,39,Siap
56,52,67,57,Siap
63,79,76,52,Siap
63,65,68,88,Siap
68,81,65,76,Siap
45,74,72,52,Siap
53,61,71,46,Siap
49,37,57,40,Siap
71,74,70,74,Siap
66,66,90,44,Siap
65,74,86,55,Siap
54,48,33,58,Siap
11,9,20,44,Belum Siap
87,91,46,95,Siap
51,53,65,52,Siap
42,41,40,53,Siap
69,74,73,76,Siap
44,55,53,58,Siap
77,72,90,98,Siap
70,73,73,52,Siap
59,70,44,88,Siap
31,35,52,48,Siap
89,79,73,86,Siap
68,61,61,62,Siap
49,62,48,55,Siap
63,70,63,54,Siap
21,4,36,60,Belum Siap
69,75,59,35,Siap
48,38,40,55,Siap
38,28,42,46,Siap
32,23,15,42,Belum Siap
79,76,61,67,Siap
51,43,77,42,Siap
80,83,84,81,Siap
47,41,47,45,Siap
29,19,19,44,Belum Siap
42,39,43,53,Siap
88,85,87,60,Siap
58,60,84,64,Siap
47,48,71,58,Siap
66,55,53,52,Siap
64,73,57,66,Siap
77,76,54,77,Siap
89,92,71,76,Siap
53,45,52,55,Siap
22,29,37,63,Siap
54,49,66,69,Siap
57,80,50,51,Siap
40,41,46,58,Siap
38,48,25,38,Siap
62,78,80,42,Siap
56,48,45,50,Siap
58,54,71,24,Siap
36,47,46,59,Siap
53,44,42,68,Siap
33,37,26,61,Siap
74,81,62,91,Siap
80,77,76,88,Siap
22,30,38,37,Siap
54,31,42,64,Siap
38,25,48,43,Siap
42,44,39,48,Siap
36,75,46,37,Siap
30,20,31,69,Siap
35,48,59,54,Siap
38,46,58,68,Siap
56,61,49,70,Siap
58,48,55,51,Siap
34,58,57,40,Siap
67,67,56,68,Siap
47,54,53,65,Siap
53,53,49,72,Siap
79,100,66,95,Siap
87,82,69,79,Siap
39,30,51,57,Siap
71,72,97,40,Siap
71,81,84,71,Siap
25,35,49,59,Siap
85,79,100,67,Siap
86,91,89,74,Siap
38,36,51,80,Siap
45,35,45,73,Siap
89,91,100,70,Siap
64,56,64,60,Siap
67,73,47,73,Siap
67,69,67,62,Siap
75,74,55,79,Siap
32,41,37,56,Siap
61,85,81,67,Siap
74,86,69,93,Siap
48,66,47,69,Siap
64,58,60,41,Siap
27,22,32,33,Belum Siap
66,67,75,45,Siap
67,63,88,46,Siap
59,60,88,44,Siap
81,88,64,91,Siap
51,52,52,59,Siap
79,61,66,63,Siap
48,45,44,50,Siap
49,48,69,74,Siap
41,58,54,45,Siap
59,63,82,39,Siap
51,54,60,64,Siap
59,59,53,53,Siap
75,76,64,56,Siap
52,61,64,62,Siap
31,28,37,20,Belum Siap
96,100,84,67,Siap
83,92,73,45,Siap
30,26,41,50,Siap
65,72,63,85,Siap
44,62,66,48,Siap
77,62,90,41,Siap
61,61,62,84,Siap
48,56,54,65,Siap
46,41,49,80,Siap
45,41,50,55,Siap
40,38,37,53,Siap
51,51,18,86,Siap
61,57,51,57,Siap
42,37,48,55,Siap
71,64,62,37,Siap
86,100,82,100,Siap
53,47,43,80,Siap
62,67,97,49,Siap
59,65,61,75,Siap
69,71,68,50,Siap
37,77,58,54,Siap
87,70,74,74,Siap
63,72,77,65,Siap
34,26,43,62,Siap
78,89,44,92,Siap
76,79,66,100,Siap
42,42,49,30,Siap
63,58,57,75,Siap
82,70,76,61,Siap
60,53,45,58,Siap
85,72,86,63,Siap
89,100,89,80,Siap
46,43,70,54,Siap
33,35,41,55,Siap
68,62,81,73,Siap
73,82,82,72,Siap
54,55,50,50,Siap
86,79,67,78,Siap
36,34,42,49,Siap
54,71,63,67,Siap
46,54,60,73,Siap
93,98,81,61,Siap
94,94,96,50,Siap
51,48,35,66,Siap
42,49,56,52,Siap
60,79,60,73,Siap
54,40,59,45,Siap
67,60,65,74,Siap
55,69,81,55,Siap
27,28,42,38,Siap
63,59,57,63,Siap
40,51,35,32,Siap
25,71,86,54,Siap
73,100,70,92,Siap
35,12,71,40,Siap
73,73,75,70,Siap
59,46,59,53,Siap
58,49,59,70,Siap
74,74,52,100,Siap
59,68,98,46,Siap
74,72,100,60,Siap
73,85,78,72,Siap
48,57,42,61,Siap
41,51,41,44,Siap
18,52,51,62,Siap
50,51,28,58,Siap
91,100,100,100,Siap
82,83,64,59,Siap
23,21,32,33,Belum Siap
36,39,27,71,Siap
58,76,69,78,Siap
71,88,78,55,Siap
68,68,71,75,Siap
41,61,86,44,Siap
56,60,59,38,Siap
66,59,71,38,Siap
64,63,65,60,Siap
28,15,1,56,Belum Siap
60,53,65,75,Siap
42,50,56,66,Siap
63,58,58,71,Siap
100,100,82,93,Siap
61,76,67,77,Siap
50,49,58,32,Siap
73,76,87,67,Siap
58,91,58,62,Siap
61,71,76,53,Siap
80,69,92,74,Siap
89,100,90,91,Siap
37,33,47,41,Siap
59,66,58,72,Siap
38,49,42,57,Siap
72,64,57,88,Siap
48,56,58,52,Siap
47,48,62,80,Siap
30,73,75,53,Siap
71,78,58,66,Siap
80,84,59,70,Siap
28,38,53,45,Siap
56,66,98,65,Siap
40,51,50,70,Siap
30,31,0,44,Belum Siap
53,47,49,47,Siap
52,53,59,80,Siap
84,100,84,85,Siap
64,65,67,43,Siap
31,34,59,68,Siap
49,50,66,67,Siap
78,74,82,89,Siap
100,100,88,98,Siap
31,26,32,75,Siap
12,18,41,28,Belum Siap
100,100,81,90,Siap
66,72,66,57,Siap
40,39,32,45,Siap
49,85,60,66,Siap
7,15,30,27,Belum Siap
60,61,74,39,Siap
59,69,67,52,Siap
69,76,100,59,Siap
39,39,50,63,Siap
60,61,66,53,Siap
38,43,53,60,Siap
64,63,57,46,Siap
35,50,32,12,Belum Siap
49,49,45,54,Siap
43,29,53,42,Siap
70,89,57,55,Siap
67,75,61,56,Siap
52,63,46,49,Siap
54,69,42,48,Siap
32,36,28,34,Belum Siap
55,52,56,51,Siap
49,60,52,33,Siap
100,100,79,59,Siap
31,49,39,78,Siap
98,84,85,73,Siap
79,78,55,88,Siap
58,66,73,60,Siap
88,94,70,75,Siap
69,63,79,53,Siap
65,76,61,71,Siap
58,64,53,44,Siap
94,86,69,88,Siap
77,79,83,74,Siap
47,53,50,30,Siap
42,30,35,62,Siap
40,76,61,70,Siap
34,44,50,26,Siap
61,66,52,48,Siap
77,84,77,73,Siap
59,51,34,92,Siap
54,66,50,77,Siap
78,74,68,52,Siap
85,86,76,96,Siap
10,20,36,36,Belum Siap
47,51,57,51,Siap
61,66,54,68,Siap
76,91,86,75,Siap
52,44,50,58,Siap
29,24,43,65,Siap
71,75,67,69,Siap
35,44,45,66,Siap
17,45,46,38,Siap
52,50,59,71,Siap
58,55,41,66,Siap
49,50,35,35,Siap
20,7,35,18,Belum Siap
65,73,76,69,Siap
80,100,70,80,Siap
74,73,72,58,Siap
47,39,29,28,Siap
46,52,89,44,Siap
69,59,73,79,Siap
72,58,74,71,Siap
76,78,70,78,Siap
36,67,43,66,Siap
65,55,48,53,Siap
71,63,84,54,Siap
84,98,71,72,Siap
71,82,61,72,Siap
75,75,56,80,Siap
57,54,63,83,Siap
87,86,75,83,Siap
54,62,71,73,Siap
45,38,52,74,Siap
78,94,81,71,Siap
66,74,96,81,Siap
52,46,62,62,Siap
41,50,40,62,Siap
77,67,73,60,Siap
68,60,65,47,Siap
63,66,49,66,Siap
60,63,50,67,Siap
94,98,88,70,Siap
89,86,81,69,Siap
70,60,52,51,Siap
83,82,82,58,Siap
35,40,48,43,Siap
65,75,77,48,Siap
87,91,96,71,Siap
46,64,55,66,Siap
31,52,64,68,Siap
53,40,39,78,Siap
40,43,89,35,Siap
53,40,40,66,Siap
47,52,54,60,Siap
29,14,34,43,Belum Siap
49,55,56,64,Siap
72,91,100,82,Siap
50,49,42,44,Siap
82,86,89,68,Siap
79,67,64,60,Siap
82,77,83,62,Siap
47,38,45,67,Siap
74,84,74,59,Siap
46,44,64,36,Siap
81,80,65,72,Siap
66,65,89,64,Siap
74,63,74,60,Siap
34,37,28,94,Siap
41,28,40,43,Siap
66,77,69,63,Siap
39,42,28,47,Siap
67,61,84,60,Siap
28,42,45,30,Siap
77,66,70,57,Siap
33,38,45,40,Siap
74,74,60,54,Siap
62,65,57,65,Siap
45,45,48,50,Siap
72,61,92,47,Siap
44,53,68,58,Siap
48,42,37,48,Siap
30,36,41,49,Siap
22,24,1,39,Belum Siap
70,67,53,66,Siap
31,29,57,31,Siap
68,55,70,55,Siap
55,51,54,82,Siap
66,79,66,74,Siap
54,46,56,56,Siap
57,49,66,71,Siap
65,75,85,68,Siap
61,63,66,61,Siap
75,64,61,62,Siap
54,73,52,66,Siap
28,26,39,33,Siap
82,67,91,45,Siap
52,87,76,80,Siap
29,51,47,59,Siap
55,57,45,57,Siap
45,67,39,90,Siap
43,66,54,38,Siap
62,66,66,56,Siap
95,100,81,94,Siap
90,73,85,75,Siap
32,30,51,43,Siap
64,78,88,62,Siap
83,87,68,87,Siap
66,72,55,46,Siap
84,82,66,86,Siap
94,100,90,74,Siap
70,85,54,78,Siap
68,73,63,55,Siap
86,87,88,90,Siap
59,55,96,47,Siap
44,73,56,44,Siap
72,52,48,62,Siap
95,87,89,91,Siap
42,32,51,66,Siap
95,84,78,76,Siap
69,74,61,74,Siap
37,36,41,40,Siap
68,66,62,70,Siap
18,22,38,43,Belum Siap
71,78,81,31,Siap
69,78,58,56,Siap
59,43,39,56,Siap
56,65,100,52,Siap
84,100,89,79,Siap
48,53,41,56,Siap
33,44,41,73,Siap
89,81,84,79,Siap
84,100,100,51,Siap
66,48,57,83,Siap
85,84,85,47,Siap
84,85,64,84,Siap
45,47,63,33,Siap
52,41,62,72,Siap
74,93,93,68,Siap
97,86,94,81,Siap
62,75,66,41,Siap
40,51,35,59,Siap
97,98,81,84,Siap
48,47,50,54,Siap
48,49,46,68,Siap
63,74,69,65,Siap
100,91,81,73,Siap
82,69,69,58,Siap
59,65,57,58,Siap
78,70,48,79,Siap
68,66,62,50,Siap
69,67,71,43,Siap
11,6,14,22,Belum Siap
53,54,50,64,Siap
76,70,78,58,Siap
32,28,55,55,Siap
68,70,50,39,Siap
53,53,56,22,Siap
86,93,99,80,Siap
87,100,79,87,Siap
34,63,50,34,Siap
58,61,68,64,Siap
48,62,68,73,Siap
48,43,63,55,Siap
47,59,60,72,Siap
39,49,56,54,Siap
40,30,59,45,Siap
70,62,80,64,Siap
79,78,64,89,Siap
42,43,75,32,Siap
74,73,92,67,Siap
47,59,72,41,Siap
66,55,59,64,Siap
66,77,68,66,Siap
52,64,74,64,Siap
70,67,67,81,Siap
48,44,42,64,Siap
56,49,51,70,Siap
63,64,64,49,Siap
48,46,53,41,Siap
60,59,39,63,Siap
21,39,54,44,Siap
49,51,54,93,Siap
56,59,40,58,Siap
48,48,44,64,Siap
62,56,50,64,Siap
42,62,79,40,Siap
69,78,57,53,Siap
84,89,47,64,Siap
21,61,52,33,Siap
38,42,45,65,Siap
35,23,67,81,Siap
48,59,58,51,Siap
58,48,50,48,Siap
45,43,37,36,Siap
21,36,40,33,Belum Siap
45,49,58,48,Siap
69,64,57,76,Siap
74,81,68,100,Siap
59,46,71,45,Siap
45,59,50,45,Siap
21,57,28,36,Siap
74,62,68,65,Siap
43,54,41,75,Siap
65,76,50,66,Siap
20,16,39,36,Belum Siap
31,66,35,86,Siap
63,73,68,72,Siap
73,63,81,70,Siap
92,100,86,100,Siap
65,57,75,61,Siap
40,35,26,64,Siap
52,71,43,65,Siap
13,25,55,47,Siap
50,70,61,66,Siap
41,54,54,32,Siap
75,75,84,73,Siap
50,48,47,50,Siap
66,63,66,48,Siap
45,44,57,62,Siap
95,90,71,79,Siap
57,40,70,85,Siap
99,91,93,100,Siap
72,70,58,64,Siap
70,70,86,56,Siap
70,63,62,49,Siap
61,80,79,78,Siap
29,15,18,44,Belum Siap
63,62,92,61,Siap
72,78,70,55,Siap
60,63,68,77,Siap
35,36,54,34,Siap
55,45,57,52,Siap
96,94,82,78,Siap
85,83,72,65,Siap
49,51,50,49,Siap
81,81,76,68,Siap
46,62,53,68,Siap
24,15,31,53,Belum Siap
37,38,42,59,Siap
90,83,87,81,Siap
62,54,48,51,Siap
58,53,54,71,Siap
47,50,64,36,Siap
91,100,89,84,Siap
88,100,72,86,Siap
100,100,90,81,Siap
58,52,62,49,Siap
60,54,74,62,Siap
22,33,42,42,Siap
73,100,75,80,Siap
35,41,36,59,Siap
77,73,47,78,Siap
38,36,48,53,Siap
59,44,67,53,Siap
36,43,58,62,Siap
38,45,50,44,Siap
42,53,38,36,Siap
41,68,88,49,Siap
87,82,73,79,Siap
33,40,45,29,Siap
61,65,50,63,Siap
77,89,62,100,Siap
38,37,40,53,Siap
42,59,54,71,Siap
56,55,52,73,Siap
83,84,71,69,Siap
55,63,62,46,Siap
59,51,73,44,Siap
66,66,64,66,Siap
41,44,45,34,Siap
64,76,84,41,Siap
67,69,35,60,Siap
55,49,50,56,Siap
38,55,44,76,Siap
43,43,50,27,Siap
73,66,63,63,Siap
77,84,99,59,Siap
48,51,36,51,Siap
54,82,66,79,Siap
19,21,22,28,Belum Siap
48,48,65,30,Siap
51,65,61,53,Siap
15,58,52,42,Siap
18,55,44,23,Siap
39,56,52,56,Siap
70,59,72,38,Siap
61,52,45,57,Siap
17,26,28,33,Belum Siap
4,19,23,53,Belum Siap
41,60,32,64,Siap
70,68,61,61,Siap
5,3,39,33,Belum Siap
48,49,57,62,Siap
51,48,68,58,Siap
87,83,73,75,Siap
53,45,50,46,Siap
44,77,75,50,Siap
51,81,95,54,Siap
6,43,40,38,Siap
67,72,58,77,Siap
59,62,74,60,Siap
68,65,92,72,Siap
100,100,99,87,Siap
18,23,44,25,Belum Siap
93,89,79,97,Siap
31,62,52,55,Siap
70,71,66,73,Siap
42,74,47,42,Siap
40,64,48,62,Siap
57,43,35,69,Siap
61,62,58,71,Siap
19,24,61,72,Siap
64,79,64,69,Siap
43,77,52,46,Siap
30,34,42,52,Siap
54,64,53,82,Siap
71,97,81,62,Siap
50,40,61,46,Siap
62,68,52,82,Siap
55,50,54,58,Siap
92,60,36,65,Siap
72,77,76,71,Siap
99,100,73,88,Siap
57,58,54,60,Siap
71,73,76,58,Siap
56,60,38,70,Siap
79,84,89,94,Siap
38,38,48,56,Siap
77,70,84,82,Siap
52,53,59,42,Siap
43,59,40,62,Siap
48,65,60,70,Siap
64,59,69,80,Siap
65,62,65,73,Siap
66,66,51,48,Siap
74,93,65,89,Siap
66,82,70,90,Siap
73,74,77,61,Siap
47,51,50,70,Siap
47,48,63,50,Siap
79,75,94,59,Siap
84,70,53,64,Siap
81,88,92,60,Siap
53,39,53,71,Siap
59,53,59,47,Siap
15,25,44,37,Belum Siap
60,37,67,57,Siap
80,83,73,52,Siap
53,49,65,36,Siap
67,79,74,61,Siap
63,57,50,68,Siap
51,78,62,65,Siap
42,44,50,23,Siap
66,60,54,77,Siap
0,0,26,39,Belum Siap
68,46,58,60,Siap
28,34,40,45,Siap
88,83,91,80,Siap
66,69,74,95,Siap
82,73,67,75,Siap
83,77,72,100,Siap
41,49,45,35,Siap
88,100,99,70,Siap
74,76,86,78,Siap
60,50,50,56,Siap
88,80,94,55,Siap
30,25,57,55,Siap
50,47,31,56,Siap
54,47,53,64,Siap
43,47,46,49,Siap
48,37,28,23,Siap
65,96,79,66,Siap
51,58,67,56,Siap
69,66,64,70,Siap
43,40,62,45,Siap
25,27,53,21,Siap
66,68,48,87,Siap
20,22,7,34,Belum Siap
63,65,58,54,Siap
31,32,46,34,Siap
100,100,99,79,Siap
85,86,100,95,Siap
66,65,67,83,Siap
89,80,87,60,Siap
36,42,35,52,Siap
74,78,83,61,Siap
58,55,75,63,Siap
57,62,60,73,Siap
85,83,84,71,Siap
69,69,76,58,Siap
70,71,78,76,Siap
31,29,55,23,Siap
29,36,39,52,Siap
52,61,53,40,Siap
53,60,70,48,Siap
34,32,35,49,Siap
100,100,63,75,Siap
88,92,90,52,Siap
68,77,71,57,Siap
64,64,61,50,Siap
41,59,43,42,Siap
48,50,29,57,Siap
58,53,54,42,Siap
64,67,67,55,Siap
32,40,36,49,Siap
75,66,73,59,Siap
34,78,48,53,Siap
21,35,28,32,Belum Siap
45,44,54,36,Siap
42,50,50,48,Siap
92,100,69,100,Siap
70,76,61,60,Siap
27,18,23,73,Siap
64,69,70,78,Siap
12,37,43,51,Siap
85,84,72,76,Siap
48,49,47,60,Siap
64,57,81,64,Siap
80,81,100,57,Siap
19,51,27,28,Siap
43,41,47,56,Siap
44,43,52,56,Siap
63,80,72,77,Siap
19,29,48,38,Siap
9,3,0,7,Belum Siap
48,58,67,40,Siap
69,63,86,69,Siap
83,80,87,95,Siap
56,37,32,55,Siap
50,60,61,71,Siap
97,84,92,58,Siap
23,19,49,33,Siap
58,44,40,28,Siap
68,56,72,66,Siap
68,71,84,53,Siap
36,56,53,62,Siap
62,61,45,54,Siap
13,22,57,48,Siap
43,44,61,74,Siap
70,63,64,36,Siap
47,42,34,57,Siap
73,53,70,51,Siap
74,79,50,86,Siap
64,61,59,40,Siap
59,62,77,78,Siap
44,35,29,62,Siap
63,53,66,40,Siap
66,70,66,63,Siap
60,65,60,63,Siap
58,54,56,62,Siap
58,58,55,62,Siap
66,80,87,66,Siap
28,22,6,48,Belum Siap
90,80,88,78,Siap
55,46,51,40,Siap
68,69,71,63,Siap
81,77,71,85,Siap
22,52,29,63,Siap
55,39,56,54,Siap
55,57,59,55,Siap
57,43,46,68,Siap
89,91,87,76,Siap
42,42,38,65,Siap
46,55,62,53,Siap
57,56,75,62,Siap
35,33,50,34,Siap
54,47,66,34,Siap
69,66,65,74,Siap
66,49,58,97,Siap
60,47,86,75,Siap
56,43,72,52,Siap
30,39,30,57,Siap
76,67,43,90,Siap
92,100,85,48,Siap
63,58,64,72,Siap
58,64,61,46,Siap
70,71,65,66,Siap
36,37,54,42,Siap
96,94,100,63,Siap
68,57,50,62,Siap
95,94,71,87,Siap
45,30,52,53,Siap
92,98,100,95,Siap
77,67,61,86,Siap
82,70,64,83,Siap
70,57,87,61,Siap
58,55,51,51,Siap
90,87,81,71,Siap
60,71,80,74,Siap
17,11,22,53,Belum Siap
33,43,41,17,Belum Siap
55,57,42,82,Siap
63,63,49,34,Siap
50,77,74,59,Siap
81,82,71,65,Siap
16,25,23,30,Belum Siap
74,56,57,71,Siap
20,19,43,34,Belum Siap
76,80,61,88,Siap
60,67,50,47,Siap
61,68,66,70,Siap
50,25,46,78,Siap
89,84,77,62,Siap
90,81,72,78,Siap
67,70,72,85,Siap
58,59,56,59,Siap
71,68,84,61,Siap
47,50,42,62,Siap
68,70,64,76,Siap
93,100,74,74,Siap
72,90,88,59,Siap
39,53,49,61,Siap
54,61,51,70,Siap
23,36,31,62,Siap
76,64,73,79,Siap
65,66,51,74,Siap
16,29,16,79,Siap
44,41,78,22,Siap
56,66,45,65,Siap
59,55,73,63,Siap
34,32,82,47,Siap
83,68,100,53,Siap
61,64,67,46,Siap
66,55,55,76,Siap
44,44,44,46,Siap
71,75,71,92,Siap
96,94,94,100,Siap
52,41,41,39,Siap
41,43,60,63,Siap
46,74,46,74,Siap
52,39,46,47,Siap
59,61,56,60,Siap
59,62,80,75,Siap
28,25,36,52,Siap
67,88,100,76,Siap
35,67,64,52,Siap
57,54,58,42,Siap
58,71,57,54,Siap
66,59,54,74,Siap
28,13,29,40,Belum Siap
89,95,87,31,Siap
59,59,69,38,Siap
71,69,62,88,Siap
76,82,80,79,Siap
34,26,50,38,Siap
73,69,78,73,Siap
53,52,24,50,Siap
77,84,72,89,Siap
23,21,49,41,Belum Siap
57,48,52,64,Siap
48,55,44,41,Siap
65,71,89,32,Siap
71,60,57,73,Siap
47,46,43,34,Siap
51,51,51,43,Siap
54,50,50,75,Siap
39,50,48,75,Siap
81,67,57,86,Siap
54,47,58,63,Siap
0,0,22,37,Belum Siap
60,60,71,55,Siap
29,36,57,38,Siap
32,20,31,75,Siap
22,46,22,73,Siap
73,66,69,65,Siap
77,90,72,78,Siap
73,64,61,56,Siap
32,61,40,48,Siap
66,65,73,82,Siap
51,60,47,46,Siap
35,58,49,58,Siap
31,43,43,59,Siap
20,29,37,39,Siap
56,55,61,54,Siap
52,55,59,73,Siap
54,61,51,57,Siap
69,52,35,30,Siap
35,48,47,68,Siap
79,77,66,54,Siap
12,49,34,49,Siap
78,65,71,51,Siap
43,39,54,43,Siap
51,41,60,47,Siap
29,32,47,35,Siap
42,54,78,34,Siap
75,77,83,93,Siap
71,73,83,65,Siap
81,76,65,80,Siap
63,71,81,65,Siap
36,28,31,60,Siap
35,55,66,31,Siap
41,48,46,43,Siap
100,79,94,67,Siap
31,43,38,41,Siap
84,83,69,75,Siap
70,86,60,93,Siap
96,100,70,77,Siap
46,59,36,55,Siap
63,77,75,96,Siap
90,100,100,86,Siap
36,48,46,55,Siap
23,24,25,53,Belum Siap
0,24,38,47,Belum Siap
82,80,60,81,Siap
26,18,37,48,Siap
57,51,93,36,Siap
72,63,56,100,Siap
64,59,63,82,Siap
67,79,64,76,Siap
55,79,60,80,Siap
86,70,71,90,Siap
45,41,33,60,Siap
29,47,34,78,Siap
63,52,46,54,Siap
76,94,80,82,Siap
78,75,75,81,Siap
76,58,51,57,Siap
89,84,65,74,Siap
36,35,54,58,Siap
94,100,63,99,Siap
66,100,87,82,Siap
71,79,66,70,Siap
98,92,86,92,Siap
29,30,52,40,Siap
56,51,51,42,Siap
44,46,55,61,Siap
66,65,70,62,Siap
45,45,44,82,Siap
83,75,68,70,Siap
92,86,86,82,Siap
56,84,62,59,Siap
71,60,52,78,Siap
48,54,46,49,Siap
43,32,50,50,Siap
77,89,59,71,Siap
72,69,70,52,Siap
62,46,47,56,Siap
42,62,60,62,Siap
20,14,13,21,Belum Siap
24,39,64,61,Siap
100,100,83,75,Siap
42,45,33,50,Siap
68,54,59,35,Siap
67,74,100,60,Siap
40,29,51,34,Siap
67,69,59,57,Siap
80,88,58,50,Siap
49,53,73,38,Siap
100,100,100,77,Siap
14,34,46,40,Siap
64,94,85,81,Siap
42,53,59,35,Siap
64,81,80,67,Siap
84,68,100,49,Siap
31,53,61,47,Siap
72,66,72,51,Siap
13,16,25,54,Belum Siap
59,71,78,90,Siap
49,77,68,42,Siap
67,80,90,45,Siap
78,81,87,58,Siap
66,70,68,60,Siap
53,77,61,76,Siap
53,47,36,57,Siap
48,40,47,51,Siap
86,79,78,72,Siap
74,90,96,61,Siap
58,66,59,66,Siap
60,63,70,70,Siap
39,44,55,58,Siap
84,85,75,45,Siap
80,65,60,66,Siap
100,100,91,77,Siap
40,45,70,63,Siap
57,56,57,59,Siap
63,54,60,68,Siap
65,88,74,60,Siap
52,53,62,69,Siap
41,34,53,66,Siap
85,71,100,36,Siap
74,66,97,41,Siap
25,44,60,59,Siap
78,87,81,71,Siap
81,81,91,84,Siap
61,64,64,76,Siap
56,71,70,69,Siap
62,80,61,85,Siap
40,29,70,55,Siap
61,59,71,64,Siap
17,24,32,23,Belum Siap
66,87,74,80,Siap
26,37,35,21,Siap
90,92,100,77,Siap
60,42,67,41,Siap
57,56,77,45,Siap
26,59,43,65,Siap
48,73,66,43,Siap
98,99,66,60,Siap
15,15,9,42,Belum Siap
88,88,59,79,Siap
71,70,79,75,Siap
44,34,33,55,Siap
44,29,44,39,Siap
96,93,81,100,Siap
47,43,55,27,Siap
30,29,66,54,Siap
73,90,75,56,Siap
67,72,52,67,Siap
41,33,35,45,Siap
61,72,59,77,Siap
37,50,22,63,Siap
70,77,57,70,Siap
68,93,100,58,Siap
52,83,80,39,Siap
57,78,90,51,Siap
100,90,76,81,Siap
51,49,55,59,Siap
32,34,63,43,Siap
74,73,59,61,Siap
86,100,97,78,Siap
33,31,51,59,Siap
56,54,63,51,Siap
70,59,79,46,Siap
72,60,70,69,Siap
42,38,36,42,Siap
81,85,92,64,Siap
100,98,93,75,Siap
59,71,100,50,Siap
36,40,55,28,Siap
26,40,39,48,Siap
65,70,70,21,Siap
85,75,69,86,Siap
78,74,69,77,Siap
45,51,69,49,Siap
55,39,63,64,Siap
38,49,37,73,Siap
79,83,70,65,Siap
55,100,69,74,Siap
24,26,42,33,Siap
94,92,76,94,Siap
85,74,73,35,Siap
94,87,67,71,Siap
40,28,29,57,Siap
15,34,50,56,Siap
53,58,72,57,Siap
65,63,51,81,Siap
87,97,100,80,Siap
61,76,58,68,Siap
45,63,64,65,Siap
36,45,48,49,Siap
77,87,69,85,Siap
41,37,34,40,Siap
94,95,64,100,Siap
54,49,47,51,Siap
88,87,86,84,Siap
61,69,89,89,Siap
53,56,47,42,Siap
43,60,46,87,Siap
40,50,47,56,Siap
74,76,65,85,Siap
67,65,41,49,Siap
52,57,66,45,Siap
55,75,46,68,Siap
42,80,70,54,Siap
12,22,27,33,Belum Siap
60,61,95,82,Siap
46,33,57,51,Siap
35,39,45,39,Siap
18,16,38,38,Belum Siap
2,33,26,46,Belum Siap
27,20,35,50,Siap
46,52,39,45,Siap
100,97,66,71,Siap
47,50,65,54,Siap
50,59,80,60,Siap
66,56,53,56,Siap
47,76,65,76,Siap
41,74,44,81,Siap
15,44,57,49,Siap
90,92,100,64,Siap
96,93,85,95,Siap
17,33,28,29,Belum Siap
41,44,30,43,Siap
51,57,63,51,Siap
37,48,39,80,Siap
78,73,70,72,Siap
48,45,43,36,Siap
100,98,88,73,Siap
91,80,84,77,Siap
67,69,72,54,Siap
86,71,62,65,Siap
72,88,69,73,Siap
49,47,38,42,Siap
42,38,70,53,Siap
71,54,69,68,Siap
82,81,69,69,Siap
58,62,55,78,Siap
30,37,34,52,Siap
44,36,71,51,Siap
61,55,70,55,Siap
52,57,66,80,Siap
100,94,90,71,Siap
30,32,40,42,Siap
71,72,58,60,Siap
85,92,70,79,Siap
100,100,86,100,Siap
58,44,44,58,Siap
63,71,60,61,Siap
65,67,66,67,Siap
63,66,62,46,Siap
53,60,52,56,Siap
63,62,71,84,Siap
9,3,47,37,Belum Siap
64,76,71,81,Siap
56,62,55,77,Siap
67,54,63,49,Siap
100,100,83,100,Siap
42,50,80,25,Siap
38,58,52,59,Siap
100,94,97,42,Siap
49,35,54,31,Siap
48,49,60,65,Siap
62,48,67,50,Siap
64,77,89,83,Siap
57,71,69,35,Siap
22,38,41,46,Siap
51,46,47,40,Siap
42,59,67,41,Siap
60,67,73,77,Siap
64,63,52,85,Siap
48,79,57,70,Siap
30,26,32,23,Belum Siap
86,82,58,77,Siap
59,75,59,64,Siap
81,88,97,64,Siap
66,70,63,72,Siap
81,86,79,91,Siap
65,76,35,66,Siap
85,100,67,62,Siap
64,84,76,51,Siap
47,61,75,55,Siap
97,100,94,83,Siap
84,82,69,69,Siap
54,72,72,76,Siap
39,39,16,51,Siap
25,50,44,46,Siap
63,58,53,63,Siap
70,69,69,62,Siap
47,45,29,53,Siap
58,82,55,53,Siap
93,91,81,61,Siap
93,86,87,54,Siap
45,37,40,42,Siap
61,53,67,65,Siap
21,56,48,52,Siap
53,54,45,56,Siap
46,58,63,67,Siap
36,60,55,38,Siap
28,60,45,68,Siap
50,56,49,32,Siap
49,48,26,71,Siap
0,0,9,33,Belum Siap
